IlmnID	final_gene_name_hg19	final_gene_name_hg38
cg15301525	ATP6V0D1	ATP6V0D1
cg15301525	ATP6V0D1	RP11-297D21.4
cg15460516	TNFRSF12A	CLDN6
cg15460516	TNFRSF12A	TNFRSF12A
cg15508020	CSNK2A2	CSNK2A2
cg15508020	CSNK2A2	RP11-459F6.1
cg15645784	ROGDI	ROGDI
cg15669092	TUBB3	RP11-566K11.4
cg15669092	TUBB3	TUBB3
cg15703512	C16orf65	PDZD9
cg15786879	TMEM159	DNAH3
cg15786879	TMEM159	TMEM159
cg15890111	ABAT	ABAT
cg15928446	PRR14	PRR14
cg15993402	C16orf55	CHMP1A
cg15993402	C16orf55	SPATA33
cg16014085	ZNF48	SEPT1
cg16014085	ZNF48	ZNF48
cg16119274	MPHOSPH6	CTD-2588J6.2
cg16119274	MPHOSPH6	MPHOSPH6
cg16133244	GNPTG	GNPTG
cg16133244	GNPTG	TSR3
cg16152813	FAM57B	FAM57B
cg16176379	LPCAT2	LPCAT2
cg16270890	HAGH	FAHD1
cg16270890	HAGH	HAGH
cg16303453	CA7	CA7
cg16303453	CA7	NAE1
cg16303453	CA7	RP11-61A14.1
cg16411857	NLRC5	NLRC5
cg16652241	MMP15	MMP15
cg16660091	CETP	CETP
cg16771652	NOD2	NOD2
cg16790239	MC1R	MC1R
cg16790239	MC1R	TUBB3
cg16795184	NUP93	MT1A
cg16795184	NUP93	NUP93
cg16806347	FUK	FUK
cg16807989	OR1F1	AJ003147.9
cg16807989	OR1F1	OR1F1
cg16863382	CTRB1	CTRB1
cg16899442	CCDC78	CCDC78
cg16899442	CCDC78	HAGHL
cg16899442	CCDC78	MSLN
cg16953064	DHX38	DHX38
cg16953064	DHX38	TXNL4B
cg17217677	SMPD3	RP11-71L14.4
cg17217677	SMPD3	SMPD3
cg17234150	CACNG3	CACNG3
cg17328659	STUB1	LA16c-313D11.9
cg17328659	STUB1	MSLN
cg17328659	STUB1	STUB1
cg17354052	UBFD1	EARS2
cg17354052	UBFD1	UBFD1
cg17428423	DOC2A	DOC2A
cg17465631	BCMO1	BCO1
cg17582250	EDC4	EDC4
cg17655614	CDH1	CDH1
cg17698643	C16orf63	FOPNL
cg17714030	HBQ1	HBQ1
cg17733331	CDH3	CDH3
cg17733331	CDH3	RP11-615I2.2
cg17804302	NKD1	NKD1
cg17851105	UNKL	UNKL
cg17858663	C16orf61	CENPN
cg17858663	C16orf61	CMC2
cg17886959	MT2A	MT2A
cg17896249	E2F4	E2F4
cg18022344	IGSF6	IGSF6
cg18022344	IGSF6	METTL9
cg18146152	GNPTG	GNPTG
cg18146152	GNPTG	TSR3
cg18305837	COQ7	COQ7
cg18305837	COQ7	RP11-626G11.5
cg18306327	BFAR	BFAR
cg18306327	BFAR	PARN
cg18368125	TMED6	RP11-343C2.7
cg18368125	TMED6	RP11-343C2.9
cg18368125	TMED6	TMED6
cg18371284	ZFP1	ZFP1
cg18383391	MON1B	MON1B
cg18445047	SPATA2L	SPATA2L
cg18485955	TNFRSF17	RP11-166B2.1
cg18485955	TNFRSF17	TNFRSF17
cg18530748	SULT1A1	SULT1A1
cg18587271	GPT2	GPT2
cg18633178	C16orf80	CFAP20
cg18633178	C16orf80	RP11-459F6.3
cg18676586	TNFRSF17	RP11-166B2.1
cg18676586	TNFRSF17	TNFRSF17
cg19034028	CDH3	CDH3
cg19091641	ZP2	ZP2
cg19105690	PLA2G15	PLA2G15
cg19214300	MT1IP	MT1A
cg19214300	MT1IP	RP11-249C24.12
cg19229809	ZNF267	ZNF267
cg19289461	SEPT1	SEPT1
cg19289461	SEPT1	ZNF48
cg19297232	SMPD3	RP11-71L14.4
cg19297232	SMPD3	SMPD3
cg19328294	PRSS22	LA16c-325D7.1
cg19328294	PRSS22	PRSS22
cg19464252	FBRS	FBRS
cg19546781	CCL17	CCL17
cg19593572	POLR3E	POLR3E
cg19663795	SEPT1	SEPT1
cg19663795	SEPT1	ZNF48
cg19790294	CYBA	CYBA
cg19807685	HSD17B2	HSD17B2
cg19819571	KIAA0174	IST1
cg19819571	KIAA0174	ZNF821
cg19890739	GINS2	GINS2
cg19939627	MRPS34	EME2
cg19939627	MRPS34	MRPS34
cg20023231	HS3ST2	HS3ST2
cg20035459	CLDN6	CLDN6
cg20035459	CLDN6	TNFRSF12A
cg20047230	CP110	CCP110
cg20083730	MT1E	MT1E
cg20142224	DOK4	DOK4
cg20295000	LONP2	ABCC11
cg20295000	LONP2	LONP2
cg20312475	GPRC5B	GPRC5B
cg20373326	HSD17B2	HSD17B2
cg20427865	CX3CL1	CX3CL1
cg20543416	MMP25	MMP25
cg20567721	C16orf61	CENPN
cg20567721	C16orf61	CMC2
cg20587543	ABAT	ABAT
cg20672044	HPR	HPR
cg20672044	HPR	TXNL4B
cg20675440	COG8	COG8
cg20675440	COG8	NIP7
cg20675440	COG8	RP11-343C2.7
cg20675440	COG8	RP11-343C2.9
cg20687462	CCDC102A	CCDC102A
cg20797766	PRSS27	PRSS27
cg20807545	ADAMTS18	ADAMTS18
cg20807545	ADAMTS18	RP11-449J10.1
cg20886062	DCI	ECI1
cg20957193	ZNRF1	WDR59
cg20957193	ZNRF1	ZNRF1
cg21048669	CLEC3A	CLEC3A
cg21048669	CLEC3A	RP11-281J9.2
cg21142272	EXOC3L	EXOC3L1
cg21184011	ZC3H18	ZC3H18
cg21196187	PSKH1	PSKH1
cg21228284	DHX38	DHX38
cg21228284	DHX38	TXNL4B
cg21369679	DNAJA2	DNAJA2
cg21369679	DNAJA2	RP11-169E6.1
cg21458041	TNP2	RMI2
cg21458041	TNP2	TNP2
cg21491107	KIAA0182	GSE1
cg21510697	USP31	USP31
cg21514871	MEFV	MEFV
cg21530453	LOC283856	GNAO1
cg21530453	LOC283856	RP11-461O7.1
cg21644628	HEATR3	HEATR3
cg21644628	HEATR3	RP11-429P3.3
cg21696393	SOX8	LMF1
cg21696393	SOX8	RP11-161M6.2
cg21696393	SOX8	SOX8
cg21742836	PPP4C	PPP4C
cg21745164	CHP2	CHP2
cg21745164	CHP2	CTD-2385L22.2
cg21844038	FAM100A	MGRN1
cg21844038	FAM100A	UBALD1
cg21910663	MVD	MVD
cg21910663	MVD	SNAI3-AS1
cg21954346	ESRP2	ESRP2
cg21954346	ESRP2	RP11-96D1.6
cg21960110	HBZ	HBM
cg21960110	HBZ	HBZ
cg22136326	ARL2BP	ARL2BP
cg22136365	TAT	TAT
cg22136365	TAT	TAT-AS1
cg22152192	CRYM	CRYM
cg22152192	CRYM	CRYM-AS1
cg22244418	OGFOD1	NUDT21
cg22244418	OGFOD1	OGFOD1
cg22285897	LONP2	ABCC11
cg22285897	LONP2	LONP2
cg22319147	CDH5	CDH5
cg22337624	DHX38	DHX38
cg22337624	DHX38	TXNL4B
cg22377963	BCL7C	AC106782.20
cg22377963	BCL7C	BCL7C
cg22377963	BCL7C	MIR762HG
cg22381196	DHODH	ATP5A1P3
cg22381196	DHODH	DHODH
cg22536398	NTN3	NTN3
cg22609068	C16orf67	CLUHP3
cg22609068	C16orf67	CTD-2358C21.3
cg22655224	MT3	MT3
cg22721827	NTN3	NTN3
cg22947000	BCMO1	BCO1
cg23040064	JPH3	JPH3
cg23040064	JPH3	RP11-482M8.3
cg23093496	C16orf54	AC009133.17
cg23093496	C16orf54	C16orf54
cg23099347	C16orf53	AC009133.12
cg23099347	C16orf53	CTD-2574D22.6
cg23099347	C16orf53	PAGR1
cg23185402	ITFG1	ITFG1
cg23185402	ITFG1	PHKB
cg23217005	MT1F	MT1A
cg23217005	MT1F	MT1F
cg23353982	TBX6	TBX6
cg23471482	CCL22	CCL22
cg23530850	KIAA0182	GSE1
cg23582919	UBFD1	EARS2
cg23582919	UBFD1	UBFD1
cg23606079	CRISPLD2	CRISPLD2
cg23617760	KLHL36	KLHL36
cg23684449	GPT2	GPT2
cg23830326	ZC3H18	ZC3H18
cg23858565	CTCF	CTCF
cg23858565	CTCF	CTD-2012K14.6
cg23858565	CTCF	CTD-2012K14.7
cg23865698	WFDC1	WFDC1
cg23877786	SNORD68	RPL13
cg23877786	SNORD68	SNORD68
cg23970785	DEXI	DEXI
cg23970785	DEXI	RP11-876N24.4
cg23989635	CDH1	CDH1
cg23998987	TBL3	AC005363.11
cg23998987	TBL3	TBL3
cg24063470	FOXC2	FOXC2
cg24063470	FOXC2	FOXC2-AS1
cg24075743	PRM1	PRM1
cg24075743	PRM1	RMI2
cg24091698	ERCC4	ERCC4
cg24110063	COX6A2	COX6A2
cg24110063	COX6A2	RP11-452L6.8
cg24198678	DNASE1	DNASE1
cg24198678	DNASE1	TRAP1
cg24235633	CDIPT	CDIPT
cg24235633	CDIPT	CDIPT-AS1
cg24237576	DNASE1L2	DNASE1L2
cg24237576	DNASE1L2	RP11-304L19.12
cg24264578	OR2C1	OR2C1
cg24433189	SSTR5	SSTR5
cg24433189	SSTR5	SSTR5-AS1
cg24474998	GDE1	GDE1
cg24662961	IRX3	IRX3
cg25023941	QPRT	AC009133.22
cg25023941	QPRT	QPRT
cg25033993	STX1B	STX1B
cg25101056	KCNG4	KCNG4
cg25193494	DEF8	DEF8
cg25341726	IL27	IL27
cg25432323	AARS	AARS
cg25432323	AARS	DDX19B
cg25640176	GFOD2	GFOD2
cg25665528	C16orf79	BRICD5
cg25665528	C16orf79	RP11-304L19.8
cg25690265	TMC5	TMC5
cg25771195	C16orf80	CFAP20
cg25771195	C16orf80	RP11-459F6.3
cg25957124	TMEM159	TMEM159
cg25957124	DNAH3	DNAH3
cg26003813	PLK1	PLK1
cg26012103	SOCS1	RMI2
cg26012103	SOCS1	SOCS1
cg26025944	SCNN1G	SCNN1G
cg26188726	TRIM72	TRIM72
cg26233914	ITGAX	ITGAX
cg26239233	CIITA	CIITA
cg26239233	CIITA	RP11-876N24.2
cg26285698	C16orf54	AC009133.17
cg26285698	C16orf54	C16orf54
cg26295990	ZNF768	AC002310.14
cg26295990	ZNF768	ZNF747
cg26295990	ZNF768	ZNF768
cg26301908	SOCS1	RMI2
cg26301908	SOCS1	SOCS1
cg26335299	C16orf86	C16orf86
cg26335299	C16orf86	ENKD1
cg26499611	BAIAP3	BAIAP3
cg26521448	ZC3H7A	ZC3H7A
cg26538442	CES3	CES3
cg26538442	CES3	RP11-361L15.4
cg26644853	CX3CL1	CX3CL1
cg26666886	ANKRD11	ANKRD11
cg26666886	ANKRD11	SPG7
cg26680127	MYLK3	MYLK3
cg26723054	KIAA0182	GSE1
cg26728422	UNKL	UNKL
cg26751513	TELO2	TELO2
cg26802333	MT1X	MT1A
cg26802333	MT1X	MT1X
cg26802333	MT1X	RP11-343H19.2
cg26840970	ZNF19	AC010547.9
cg26840970	ZNF19	ZNF19
cg26916607	CETP	CETP
cg26954174	NOD2	NOD2
cg27005053	CFDP1	CFDP1
cg27005053	CFDP1	RP11-77K12.1
cg27005053	CFDP1	RP11-77K12.9
cg27015931	C16orf65	PDZD9
cg27038101	CTRL	CTC-479C5.12
cg27038101	CTRL	CTRL
cg27061485	CBFA2T3	CBFA2T3
cg27062617	FHOD1	FHOD1
cg27062617	FHOD1	SLC9A5
cg27073113	DKFZP434H168	DKFZP434H168
cg27073113	DKFZP434H168	GNAO1
cg27088655	FBXL16	FBXL16
cg27088655	FBXL16	MSLN
cg27151362	DOC2A	DOC2A
cg27176536	RAB26	RAB26
cg27196102	COG7	COG7
cg27196102	COG7	CTD-2270L9.4
cg27228168	IRX3	IRX3
cg27229664	KIAA0513	KIAA0513
cg27247832	C16orf52	C16orf52
cg27260684	KIAA0513	KIAA0513
cg27444994	CDH8	CDH8
cg27462160	SPATA2L	SPATA2L
cg27518892	CCDC102A	CCDC102A
cg27560922	ARHGDIG	ARHGDIG
cg27589921	CIAPIN1	CIAPIN1
cg27626318	VAC14	VAC14
cg27660627	ANKRD11	ANKRD11
cg27660627	ANKRD11	RP1-168P16.2
cg00030296	SEPT9	SEPT9
cg00053292	TACO1	TACO1
cg00063144	KRT31	KRT31
cg00063144	KRT31	KRT33B
cg00072689	HOXB6	HOXB-AS3
cg00072689	HOXB6	HOXB3
cg00072689	HOXB6	HOXB6
cg00091693	KRT20	KRT20
cg00112517	PPP1R1B	PPP1R1B
cg00126034	WNT3	WNT3
cg00146864	MAP3K14	MAP3K14
cg00177698	PNPO	PNPO
cg00177698	PNPO	SP2-AS1
cg00184893	ALOXE3	ALOXE3
cg00192882	MFAP4	MFAP4
cg00200063	USP32	C17orf64
cg00200063	USP32	USP32
cg00204465	MYO15B	MYO15B
cg00214171	LOC100130933	RECQL5
cg00214171	LOC100130933	SMIM6
cg00236832	RARA	RARA
cg00275828	KRTAP2-4	KRTAP2-4
cg00324097	SEPT9	SEPT9
cg00364956	SLFN13	SLFN13
cg00374717	ARSG	ARSG
cg00384537	KRT35	KRT35
cg00405568	DCAKD	DCAKD
cg00405568	DCAKD	NMT1
cg00409104	PIK3R6	PIK3R6
cg00425792	PEX12	AP2B1
cg00425792	PEX12	PEX12
cg00442282	RARA	RARA
cg00447208	TMC8	TMC6
cg00447208	TMC8	TMC8
cg00449941	SPAG5	RP11-192H23.4
cg00449941	SPAG5	SPAG5
cg00449941	SPAG5	SPAG5-AS1
cg00459043	PSMD11	PSMD11
cg00459043	PSMD11	RP11-227G15.12
cg00463732	ITGAE	ITGAE
cg00480209	C17orf48	ADPRM
cg00480209	C17orf48	SCO1
cg00501366	ALOX12B	ALOX12B
cg00512374	IGFBP4	IGFBP4
cg00550617	KRTAP9-4	KRTAP9-4
cg00550617	KRTAP9-4	KRTAP9-9
cg00701706	OTOP3	AC087651.1
cg00701706	OTOP3	OTOP3
cg00718748	ZNF624	RP11-92B11.4
cg00718748	ZNF624	ZNF624
cg00761755	SLC43A2	SLC43A2
cg00809820	TBCD	FN3K
cg00809820	TBCD	TBCD
cg00853068	FMNL1	CTD-2020K17.1
cg00853068	FMNL1	FMNL1
cg00901687	MYCBPAP	MYCBPAP
cg00901687	MYCBPAP	RP11-94C24.6
cg00976054	KCTD2	ATP5H
cg00976054	KCTD2	KCTD2
cg01013324	EFNB3	EFNB3
cg01029592	SOX15	MPDU1
cg01029592	SOX15	SOX15
cg01046511	KDM6B	KDM6B
cg01056568	GLP2R	GLP2R
cg01063524	NME1-NME2	NME1
cg01063524	NME1-NME2	NME2
cg01120173	ZNF232	USP6
cg01120173	ZNF232	ZNF232
cg01137065	FOXK2	FOXK2
cg01138020	SPNS3	SPNS3
cg01234133	COL1A1	COL1A1
cg01261503	POLG2	POLG2
cg01293647	NEUROD2	NEUROD2
cg01294702	FOXJ1	FOXJ1
cg01294702	FOXJ1	RP11-449J21.5
cg01324550	HOXB6	HOXB-AS3
cg01324550	HOXB6	HOXB3
cg01324550	HOXB6	HOXB6
cg01344452	DGKE	C17orf67
cg01344452	DGKE	DGKE
cg01405107	HOXB5	HOXB-AS3
cg01405107	HOXB5	HOXB3
cg01405107	HOXB5	HOXB5
cg01425405	DLX3	DLX3
cg01429256	RAI1	RAI1
cg01482279	ORMDL3	ORMDL3
cg01482279	ORMDL3	RP11-387H17.4
cg01491540	EFCAB5	EFCAB5
cg01491540	EFCAB5	SSH2
cg01502320	TNFRSF13B	TNFRSF13B
cg01515426	THOC4	ALYREF
cg01515426	THOC4	ANAPC11
cg01543654	PRAC	HOXB13-AS1_1
cg01543654	PRAC	HOXB13-AS1_2
cg01543654	PRAC	PRAC1
cg01543654	PRAC	PRAC2
cg01565438	SLFN13	SLFN13
cg01565508	PIK3R5	CTB-41I6.1
cg01565508	PIK3R5	CTB-41I6.2
cg01565508	PIK3R5	PIK3R5
cg01572694	MIR10A	HOXB-AS3
cg01572694	MIR10A	HOXB3
cg01572694	MIR10A	HOXB4
cg01572694	MIR10A	MIR10A
cg01572694	MIR10A	RP11-357H14.16
cg01593673	HOXB3	HOXB-AS3
cg01593673	HOXB3	HOXB3
cg01597135	SCARNA20	SCARNA20
cg01597135	SCARNA20	USP32
cg01636591	CCL8	CCL8
cg01733438	SEPT9	RP11-285E9.6
cg01733438	SEPT9	SEPT9
cg01776246	COIL	COIL
cg01833923	GNGT2	ABI3
cg01833923	GNGT2	GNGT2
cg01986016	HOXB6	HOXB-AS3
cg01986016	HOXB6	HOXB3
cg01986016	HOXB6	HOXB6
cg02016419	TEKT3	TEKT3
cg02060988	LASP1	LASP1
cg02138358	MPO	MPO
cg02150820	HRNBP3	RBFOX3
cg02172058	C17orf64	C17orf64
cg02172058	C17orf64	USP32
cg02212737	EXOC7	EXOC7
cg02226939	BLMH	BLMH
cg02254574	ACCN1	ASIC2
cg02308232	KDM6B	KDM6B
cg02318535	PPM1E	PPM1E
cg02320862	SEPT9	SEPT9
cg02337166	NR1D1	NR1D1
cg02380585	SLFN13	SLFN13
cg02422694	HOXB4	HOXB-AS3
cg02422694	HOXB4	HOXB3
cg02422694	HOXB4	HOXB4
cg02423064	ACCN1	ASIC2
cg02497175	NLK	NLK
cg02512902	KSR1	KSR1
cg02515217	MIR21	MIR21
cg02515217	MIR21	VMP1
cg02550200	MIS12	DERL2
cg02550200	MIS12	MIS12
cg02550358	PIGL	NCOR1
cg02550358	PIGL	PIGL
cg02580606	KRT33B	KRT33B
cg02593766	EPN3	EPN3
cg02593766	EPN3	MYCBPAP
cg02602864	MAP2K6	MAP2K6
cg02668984	PDK2	PDK2
cg02671171	RPH3AL	RP11-1260E13.2
cg02671171	RPH3AL	RP11-1260E13.3
cg02671171	RPH3AL	RPH3AL
cg02706575	CCL13	CCL13
cg02740128	DLG4	ACADVL
cg02740128	DLG4	DLG4
cg02780988	KRT36	KRT36
cg02784874	KRT9	KRT9
cg02787991	SECTM1	SECTM1
cg02788090	SOX9	SOX9
cg02788090	SOX9	SOX9-AS1
cg02836478	HOXB3	HOXB-AS3
cg02836478	HOXB3	HOXB3
cg02880176	PLD6	MPRIP
cg02880176	PLD6	PLD6
cg02880176	PLD6	RP11-45M22.4
cg02927346	RASL10B	RASL10B
cg02927346	RASL10B	TAF15
cg02957086	AXIN2	AXIN2
cg02957086	AXIN2	CTD-2535L24.2
cg02962602	CCDC57	CCDC57
cg02962602	CCDC57	RP13-516M14.2
cg02970679	EPX	EPX
cg02987163	DUSP14	DUSP14
cg02988947	LIMD2	LIMD2
cg02988947	LIMD2	RP11-51F16.1
cg03001305	STAT5A	STAT5A
cg03072378	DLX4	DLX4
cg03085312	RARA	RARA
cg03160815	NPB	NPB
cg03160815	NPB	PCYT2
cg03169180	NLGN2	NLGN2
cg03242666	PMP22	PMP22
cg03242666	PMP22	RP11-849N15.1
cg03251655	SLFN12	SLFN12
cg03253995	SNORA48	EIF4A1
cg03253995	SNORA48	RP11-186B7.4
cg03253995	SNORA48	SENP3-EIF4A1
cg03253995	SNORA48	SNORA48
cg03254137	RAI1	RAI1
cg03287877	DCAKD	DCAKD
cg03287877	DCAKD	NMT1
cg03305230	RAI1	RAI1
cg03312124	RFFL	RAD51L3-RFFL
cg03312124	RFFL	RFFL
cg03363175	NLE1	NLE1
cg03363743	SLC6A4	SLC6A4
cg03366884	PIK3R5	PIK3R5
cg03386722	FASN	FASN
cg03433048	CHRNE	CHRNE
cg03508063	DLG4	ACADVL
cg03508063	DLG4	DLG4
cg03518503	PLEKHH3	PLEKHH3
cg03554335	C17orf72	PRR29
cg03554335	C17orf72	RP11-214C8.2
cg03557733	MPP2	MPP2
cg03565323	ZNF287	ZNF287
cg03568305	SNORD124	MED24
cg03568305	SNORD124	MIR6884
cg03580247	SLC4A1	SLC4A1
cg03605339	ARMC7	ARMC7
cg03613649	FGF11	FGF11
cg03613649	FGF11	RP11-104H15.7
cg03613649	FGF11	RP11-104H15.9
cg03643998	C1QTNF1	C1QTNF1
cg03644378	LSMD1	CYB5D1
cg03644378	LSMD1	NAA38
cg03644378	LSMD1	RP11-1099M24.6
cg03760483	ALOX12	ALOX12
cg03760483	ALOX12	ALOX12-AS1
cg03760483	ALOX12	RP11-589P10.5
cg03760483	ALOX12	RP11-589P10.7
cg03762242	GAS7	GAS7
cg03803009	GPR142	GPR142
cg03866607	TBX4	TBX4
cg03919657	ACSF2	ACSF2
cg04005701	SMYD4	AC130689.1
cg04005701	SMYD4	RPA1
cg04005701	SMYD4	SMYD4
cg04032226	PYY	NAGS
cg04032226	PYY	PYY
cg04049033	RILP	RILP
cg04106785	CDK5R1	CDK5R1
cg04121983	CASKIN2	CASKIN2
cg04121983	CASKIN2	TSEN54
cg04133652	MLLT6	CTB-58E17.1
cg04133652	MLLT6	CTB-58E17.3
cg04133652	MLLT6	MLLT6
cg04154812	CALCOCO2	CALCOCO2
cg04209460	PLD2	PLD2
cg04209460	PLD2	RP11-81A22.5
cg04219321	HLF	HLF
cg04223442	NCOR1	NCOR1
cg04228573	MAP2K6	MAP2K6
cg04276626	MIR21	MIR21
cg04276626	MIR21	VMP1
cg04291430	SAMD14	SAMD14
cg04299274	KSR1	KSR1
cg04317366	PRPF8	PRPF8
cg04317366	PRPF8	RP11-961A15.3
cg04380669	NME1-NME2	NME1
cg04380669	NME1-NME2	NME2
cg04398978	CBX4	CBX4
cg04409945	PSMB3	PSMB3
cg04413853	C17orf64	C17orf64
cg04413853	C17orf64	USP32
cg04420907	STX8	CFAP52
cg04420907	STX8	STX8
cg04429140	RUNDC1	PTGES3L
cg04429140	RUNDC1	PTGES3L-AARSD1
cg04429140	RUNDC1	RUNDC1
cg04433322	SLC4A1	SLC4A1
cg04482110	TMEM106A	TMEM106A
cg04514255	MIR10A	MIR10A
cg04518106	RPL26	RP11-849F2.7
cg04518106	RPL26	RPL26
cg04529938	SLC16A5	SLC16A5
cg04561005	KSR1	KSR1
cg04587829	FN3K	FN3K
cg04587829	FN3K	RP11-388C12.5
cg04609859	HOXB4	HOXB-AS3
cg04609859	HOXB4	HOXB3
cg04609859	HOXB4	HOXB4
cg04658021	PER1	PER1
cg04658021	PER1	RP11-599B13.6
cg04658354	NBR2	BRCA1
cg04658354	NBR2	NBR2
cg04662250	C17orf103	NATD1
cg04700814	HEXIM1	AC142472.6
cg04745805	STAT5B	RP11-358B23.7
cg04745805	STAT5B	STAT5B
cg04747863	PRPSAP2	PRPSAP2
cg04764624	RAB11FIP4	RAB11FIP4
cg04780629	RNF43	RNF43
cg04806562	TEX19	TEX19
cg04808672	SMURF2	AC132812.1
cg04808672	SMURF2	SMURF2
cg04809787	CHRNB1	CHRNB1
cg04809787	CHRNB1	RP11-104H15.10
cg04837616	FLJ45079	FLJ45079
cg04862249	ZFP3	RP11-46I8.3
cg04862249	ZFP3	ZFP3
cg04862556	SLFN13	SLFN13
cg04927537	LGALS3BP	LGALS3BP
cg04940329	KRT23	AC004231.2
cg04940329	KRT23	KRT23
cg04947157	TMC6	TMC6
cg04947157	TMC6	TMC8
cg04988978	MPO	MPO
cg04998282	NOL11	NOL11
cg05016953	SLC6A4	SLC6A4
cg05105913	XYLT2	XYLT2
cg05140736	SGSH	SGSH
cg05140736	SGSH	SLC26A11
cg05159732	HCRT	HCRT
cg05246522	KSR1	KSR1
cg05253759	FLJ25006	RP11-192H23.4
cg05253759	FLJ25006	SGK494
cg05253759	FLJ25006	SPAG5-AS1
cg05281206	CCL13	CCL13
cg05331340	ASGR1	ASGR1
cg05401645	TUBG1	FAM134C
cg05401645	TUBG1	TUBG1
cg05407338	ARHGEF15	ARHGEF15
cg05421673	NOG	NOG
cg05514299	MGAT5B	MGAT5B
cg05569220	LOC388428	AATK
cg05569220	LOC388428	AATK-AS1
cg05613273	NARF	NARF
cg05613273	NARF	RP13-20L14.10
cg05674036	OR3A3	OR3A3
cg05729480	SEPT9	RP11-285E9.6
cg05729480	SEPT9	SEPT9
cg05778424	AKAP1	AKAP1
cg05778424	AKAP1	RP11-166P13.4
cg05780311	STAT5B	RP11-358B23.7
cg05780311	STAT5B	STAT5B
cg05784862	KSR1	KSR1
cg05790038	TRPV3	TRPV3
cg05797656	CCDC47	CCDC47
cg05797656	CCDC47	DDX42
cg05819268	CACNG1	CACNG1
cg05888755	HOXB6	HOXB-AS3
cg05888755	HOXB6	HOXB3
cg05888755	HOXB6	HOXB6
cg05897169	SLFN5	RP11-799D4.4
cg05897169	SLFN5	SLFN5
cg05903609	PRPF8	PRPF8
cg05903609	PRPF8	RP11-961A15.3
cg05922057	ZZEF1	CYB5D2
cg05922057	ZZEF1	ZZEF1
cg05951817	SLC6A4	SLC6A4
cg05986149	BRIP1	BRIP1
cg06022562	ZNF750	TBCD
cg06022562	ZNF750	ZNF750
cg06053959	MIR22	AC130343.2
cg06053959	MIR22	MIR22HG
cg06074920	KRT34	KRT33B
cg06074920	KRT34	KRT34
cg06090421	PPM1D	PPM1D
cg06144905	PIPOX	PIPOX
cg06200013	ATP1B2	ATP1B2
cg06247837	TCAP	TCAP
cg06248182	ERAL1	ERAL1
cg06248182	ERAL1	FAM222B
cg06367117	ALDOC	ALDOC
cg06367117	ALDOC	RP11-192H23.4
cg06378617	KRT23	AC004231.2
cg06378617	KRT23	KRT23
cg06391468	SOX9	SOX9
cg06391468	SOX9	SOX9-AS1
cg06405206	NXPH3	NXPH3
cg06405206	NXPH3	RP5-1029K10.2
cg06405206	NXPH3	RP5-1029K10.4
cg06409153	ABCA5	ABCA5
cg06457408	ARHGDIA	ARHGDIA
cg06462347	LOC728392	NLRP1
cg06468347	ITGAE	C17orf85
cg06468347	ITGAE	ITGAE
cg06471905	ADAM11	ADAM11
cg06493080	HOXB7	HOXB7
cg06502868	H3F3B	H3F3B
cg06513247	SEPT9	SEPT9
cg06537829	UBB	UBB
cg06548519	LYZL6	LYZL6
cg06554928	PFN1	ENO3
cg06554928	PFN1	PFN1
cg06708213	MGAT5B	MGAT5B
cg06708560	NKIRAS2	DNAJC7
cg06708560	NKIRAS2	NKIRAS2
cg06718696	EIF4A3	EIF4A3
cg06718696	EIF4A3	RP11-334C17.3
cg06723357	CUEDC1	CUEDC1
cg06740897	NFE2L1	AC004477.1
cg06740897	NFE2L1	NFE2L1
cg06740897	NFE2L1	RP5-890E16.2
cg06752482	C17orf64	C17orf64
cg06752482	C17orf64	USP32
cg06808983	G6PC3	G6PC3
cg06818777	CHAD	ACSF2
cg06818777	CHAD	CHAD
cg06827038	WFIKKN2	WFIKKN2
cg06836338	C17orf39	ATPAF2
cg06836338	C17orf39	GID4
cg06882926	OR1G1	OR1G1
cg06900494	EPN3	EPN3
cg06927323	TBX21	TBX21
cg06940127	SERPINF1	SERPINF1
cg06942183	HOXB2	HOXB-AS1
cg06942183	HOXB2	HOXB2
cg06957329	MRPS23	MRPS23
cg06975499	EZH1	EZH1
cg06990298	RASD1	RASD1
cg07005444	P2RX1	P2RX1
cg07054526	BRCA1	BRCA1
cg07056057	DYNLL2	DYNLL2
cg07056057	DYNLL2	RP11-159D12.10
cg07080007	RPL27	RPL27
cg07112154	MPP2	MPP2
cg07112210	MGAT5B	MGAT5B
cg07117700	PSMC5	FTSJ3
cg07117700	PSMC5	PSMC5
cg07150830	NOS2	NOS2
cg07150830	NOS2	RP1-66C13.4
cg07156669	CPD	CPD
cg07168556	WFIKKN2	WFIKKN2
cg07251887	LOC100130933	RECQL5
cg07251887	LOC100130933	SMIM6
cg07292816	EFCAB3	EFCAB3
cg07318658	MTMR4	MTMR4
cg07324245	SEPT9	SEPT9
cg07343027	DUS1L	DUS1L
cg07375836	ACACA	ACACA
cg07387199	CCDC45	CEP95
cg07387199	CCDC45	DDX5
cg07389922	C17orf81	CTDNEP1
cg07389922	C17orf81	ELP5
cg07389922	C17orf81	RP1-4G17.5
cg07423906	C17orf89	C17orf89
cg07423906	C17orf89	ENTHD2
cg07460665	CALCOCO2	CALCOCO2
cg07471052	CDK3	CDK3
cg07471052	CDK3	TEN1
cg07471052	CDK3	TEN1-CDK3
cg07477034	HLF	HLF
cg07480567	HS3ST3A1	HS3ST3A1
