"gene_id","gene_name","length"
"ENSG00000108523.11","RNF167",2744
"ENSG00000108518.7","PFN1",1987
"ENSG00000108515.13","ENO3",4292
"ENSG00000091640.3","SPAG7",2831
"ENSG00000108509.16","CAMTA2",6012
"ENSG00000196388.4","INCA1",1553
"ENSG00000129250.7","KIF1C",8580
"ENSG00000132517.10","SLC52A1",3934
"ENSG00000180787.5","ZFP3",5206
"ENSG00000167840.9","ZNF232",2794
"ENSG00000129204.12","USP6",11270
"ENSG00000180626.9","ZNF594",5314
"ENSG00000161929.10","SCIMP",4208
"ENSG00000029725.12","RABEP1",6555
"ENSG00000108559.7","NUP88",5294
"ENSG00000129197.10","RPAIN",7430
"ENSG00000108561.4","C1QBP",2335
"ENSG00000005100.8","DHX33",5872
"ENSG00000072849.6","DERL2",6386
"ENSG00000167842.11","MIS12",3157
"ENSG00000091592.11","NLRP1",12811
"ENSG00000179314.9","WSCD1",9082
"ENSG00000129221.10","AIPL1",3985
"ENSG00000129195.11","FAM64A",2823
"ENSG00000091622.11","PITPNM3",10609
"ENSG00000198920.5","KIAA0753",6299
"ENSG00000129235.6","TXNDC17",3784
"ENSG00000108590.6","MED31",2103
"ENSG00000212734.4","C17orf100",1821
"ENSG00000141485.11","SLC13A5",8982
"ENSG00000132530.12","XAF1",6668
"ENSG00000177294.6","FBXO39",2918
"ENSG00000167858.8","TEKT1",3847
"ENSG00000215067.5","AC027763.2",3217
"ENSG00000108839.7","ALOX12",2616
"ENSG00000219200.6","RNASEK",1789
"ENSG00000269871.1","AC040977.1",522
"ENSG00000161939.14","RNASEK-C17orf49",1947
"ENSG00000258315.1","C17orf49",2628
"ENSG00000161940.6","BCL6B",4373
"ENSG00000174327.6","SLC16A13",2087
"ENSG00000174326.7","SLC16A11",2041
"ENSG00000132514.9","CLEC10A",2469
"ENSG00000161944.12","ASGR2",2490
"ENSG00000141505.7","ASGR1",3748
"ENSG00000132535.14","DLG4",5746
"ENSG00000072778.15","ACADVL",4865
"ENSG00000004975.7","DVL2",5350
"ENSG00000040633.8","PHF23",2783
"ENSG00000170296.5","GABARAP",2266
"ENSG00000262526.2","CTD-2545G14.7",776
"ENSG00000175826.7","CTDNEP1",2584
"ENSG00000262302.1","RP1-4G17.5",489
"ENSG00000170291.10","ELP5",2737
"ENSG00000181885.14","CLDN7",2492
"ENSG00000181856.10","SLC2A4",4046
"ENSG00000006047.8","YBX2",4618
"ENSG00000132507.13","EIF5A",2807
"ENSG00000132522.11","GPS2",3089
"ENSG00000261915.2","RP11-542C16.2",2571
"ENSG00000215041.5","NEURL4",6170
"ENSG00000072818.7","ACAP1",7421
"ENSG00000213859.3","KCTD11",3051
"ENSG00000182896.8","TMEM95",1224
"ENSG00000174292.8","TNK1",3860
"ENSG00000187838.12","TMEM256-PLSCR3",3227
"ENSG00000262481.1","C17orf61-PLSCR3",2557
"ENSG00000205544.3","TMEM256",707
"ENSG00000169992.5","NLGN2",5550
"ENSG00000181323.7","SPEM1",982
"ENSG00000184560.3","C17orf74",1651
"ENSG00000181284.2","TMEM102",2129
"ENSG00000161958.6","FGF11",5565
"ENSG00000170175.6","CHRNB1",4329
"ENSG00000174282.7","ZBTB4",6026
"ENSG00000259224.1","SLC35G6",1195
"ENSG00000181222.10","POLR2A",8353
"ENSG00000239697.6","TNFSF12",3149
"ENSG00000248871.1","TNFSF12-TNFSF13",1816
"ENSG00000161955.12","TNFSF13",2176
"ENSG00000161956.8","SENP3",3669
"ENSG00000161960.10","EIF4A1",5316
"ENSG00000129226.9","CD68",2187
"ENSG00000129255.10","MPDU1",3270
"ENSG00000129194.3","SOX15",1541
"ENSG00000129245.7","FXR2",4331
"ENSG00000268503.1","AC007421.1",164
"ENSG00000129214.10","SHBG",1812
"ENSG00000141504.7","SAT2",1643
"ENSG00000129244.4","ATP1B2",3276
"ENSG00000141510.11","TP53",3924
"ENSG00000141499.12","WRAP53",5087
"ENSG00000108947.4","EFNB3",3222
"ENSG00000183914.10","DNAH2",17231
"ENSG00000132510.6","KDM6B",7258
"ENSG00000167874.6","TMEM88",875
"ENSG00000183011.9","LSMD1",1943
"ENSG00000182224.7","CYB5D1",3980
"ENSG00000170004.12","CHD3",9758
"ENSG00000170049.5","KCNAB3",4580
"ENSG00000262730.1","RP11-1099M24.7",348
"ENSG00000170043.7","TRAPPC1",1171
"ENSG00000170037.9","CNTROB",6234
"ENSG00000132518.6","GUCY2D",4040
"ENSG00000179593.11","ALOX15B",3028
"ENSG00000179477.5","ALOX12B",2656
"ENSG00000214999.3","AC129492.6",1804
"ENSG00000179148.5","ALOXE3",3760
"ENSG00000179111.4","HES7",1868
"ENSG00000179094.9","PER1",7002
"ENSG00000263620.1","RP11-599B13.6",460
"ENSG00000220205.4","VAMP2",3268
"ENSG00000179029.10","TMEM107",3163
"ENSG00000196544.6","C17orf59",1913
"ENSG00000178999.8","AURKB",2236
"ENSG00000178971.9","CTC1",6315
"ENSG00000178921.9","PFAS",6471
"ENSG00000125434.6","SLC25A35",3897
"ENSG00000108961.9","RANGRF",1577
"ENSG00000198844.6","ARHGEF15",5291
"ENSG00000184650.5","ODF4",1156
"ENSG00000198150.2","AC135178.1",1808
"ENSG00000184619.3","KRBA2",2794
"ENSG00000263809.1","RP11-849F2.7",3087
"ENSG00000161970.8","RPL26",2472
"ENSG00000189051.5","RNF222",3070
"ENSG00000166579.11","NDEL1",8115
"ENSG00000133026.8","MYH10",9029
"ENSG00000161973.6","CCDC42",1757
"ENSG00000183318.7","SPDYE4",1063
"ENSG00000185156.4","MFSD6L",2232
"ENSG00000174083.13","PIK3R6",3563
"ENSG00000141506.9","PIK3R5",7501
"ENSG00000065320.4","NTN1",6431
"ENSG00000170310.10","STX8",3779
"ENSG00000166596.10","WDR16",3078
"ENSG00000154914.12","USP43",5068
"ENSG00000184544.7","DHRS7C",1006
"ENSG00000214978.6","RP11-477N12.3",946
"ENSG00000065325.8","GLP2R",6052
"ENSG00000109047.7","RCVRN",2921
"ENSG00000007237.14","GAS7",10100
"ENSG00000264194.1","AC000003.2",1447
"ENSG00000006788.8","MYH13",6347
"ENSG00000133020.4","MYH8",6041
"ENSG00000264424.1","MYH4",6016
"ENSG00000109061.9","MYH1",6024
"ENSG00000125414.14","MYH2",6623
"ENSG00000109063.10","MYH3",6686
"ENSG00000133028.6","SCO1",2367
"ENSG00000170222.11","ADPRM",1620
"ENSG00000187824.4","TMEM220",3508
"ENSG00000233670.6","PIRT",3810
"ENSG00000188803.10","SHISA6",8527
"ENSG00000007174.13","DNAH9",16980
"ENSG00000154957.9","ZNF18",3006
"ENSG00000065559.10","MAP2K4",5714
"ENSG00000141052.13","MYOCD",8875
"ENSG00000273452.1","AC005358.1",2055
"ENSG00000006740.12","ARHGAP44",9281
"ENSG00000006744.14","ELAC2",6345
"ENSG00000153976.2","HS3ST3A1",2628
"ENSG00000006695.6","COX10",3172
"ENSG00000223510.2","CDRT15",779
"ENSG00000125430.4","HS3ST3B1",5367
"ENSG00000109099.9","PMP22",2920
"ENSG00000125409.8","TEKT3",2608
"ENSG00000239704.6","CDRT4",3242
"ENSG00000259024.2","TVP23C-CDRT4",3094
"ENSG00000175106.12","TVP23C",5748
"ENSG00000181464.2","CDRT1",794
"ENSG00000241322.4","CDRT1",4285
"ENSG00000251537.4","RP11-385D13.1",5514
"ENSG00000221926.7","TRIM16",5640
"ENSG00000187607.11","ZNF286A",7131
"ENSG00000255104.3","ZNF286A",4387
"ENSG00000214946.9","TBC1D26",5263
"ENSG00000170425.3","ADORA2B",2551
"ENSG00000214941.3","ZSWIM7",2559
"ENSG00000011295.11","TTC19",5966
"ENSG00000141027.16","NCOR1",15393
"ENSG00000227782.1","AC002553.1",81
"ENSG00000108474.12","PIGL",4929
"ENSG00000166582.5","CENPV",2302
"ENSG00000170315.9","UBB",1621
"ENSG00000187688.10","TRPV2",3414
"ENSG00000181350.7","FAM211A",3695
"ENSG00000141040.10","ZNF287",3566
"ENSG00000197566.5","ZNF624",5090
"ENSG00000170160.12","CCDC144A",19301
"ENSG00000266302.1","RP11-219A15.1",8802
"ENSG00000240505.4","TNFRSF13B",3696
"ENSG00000133030.15","MPRIP",18105
"ENSG00000179598.5","PLD6",2560
"ENSG00000264187.1","RP11-45M22.4",1693
"ENSG00000154803.8","FLCN",9786
"ENSG00000141030.8","COPS3",2781
"ENSG00000205309.9","NT5M",1961
"ENSG00000141026.4","MED9",2940
"ENSG00000108551.4","RASD1",1748
"ENSG00000133027.13","PEMT",1720
"ENSG00000108557.13","RAI1",9696
"ENSG00000072310.12","SREBF1",8039
"ENSG00000175662.13","TOM1L2",7860
"ENSG00000171962.13","LRRC48",7332
"ENSG00000171953.11","ATPAF2",5564
"ENSG00000141034.5","GID4",5210
"ENSG00000108591.5","DRG2",7411
"ENSG00000091536.12","MYO15A",19117
"ENSG00000091542.8","ALKBH5",3190
"ENSG00000131899.6","LLGL1",6616
"ENSG00000177731.11","FLII",6465
"ENSG00000177427.8","MIEF2",3969
"ENSG00000177302.10","TOP3A",6430
"ENSG00000176994.9","SMCR8",3427
"ENSG00000176974.13","SHMT1",6981
"ENSG00000214860.4","EVPLL",2156
"ENSG00000171916.12","LGALS9C",4754
"ENSG00000213077.5","FAM106A",2281
"ENSG00000189375.6","TBC1D28",3747
"ENSG00000249459.4","ZNF286B",5884
"ENSG00000108448.16","TRIM16L",4329
"ENSG00000171931.8","FBXW10",4401
"ENSG00000171928.9","TVP23B",5862
"ENSG00000141127.10","PRPSAP2",4687
"ENSG00000154025.11","SLC5A10",6451
"ENSG00000188522.10","FAM83G",7883
"ENSG00000154016.9","GRAP",3107
"ENSG00000228157.2","AC007952.5",3097
"ENSG00000189152.6","GRAPL",2028
"ENSG00000214844.3","AC007952.1",96
"ENSG00000197665.5","AC007952.6",1452
"ENSG00000072134.11","EPN2",9844
"ENSG00000230493.2","AC106017.1",552
"ENSG00000108641.10","B9D1",3522
"ENSG00000166484.15","MAPK7",5196
"ENSG00000166482.7","MFAP4",2152
"ENSG00000128482.11","RNF112",3652
"ENSG00000142494.9","SLC47A1",5719
"ENSG00000072210.14","ALDH3A2",6457
"ENSG00000180638.13","SLC47A2",6691
"ENSG00000108602.13","ALDH3A1",3918
"ENSG00000083290.15","ULK2",9843
"ENSG00000108599.10","AKAP10",4848
"ENSG00000128487.12","SPECC1",13676
"ENSG00000170298.11","LGALS9B",2670
"ENSG00000214819.1","CDRT15L2",1048
"ENSG00000205212.3","CCDC144NL",3436
"ENSG00000124422.7","USP22",6804
"ENSG00000109016.13","DHRS7B",5544
"ENSG00000178307.5","TMEM11",3309
"ENSG00000154035.6","C17orf103",4930
"ENSG00000034152.14","MAP2K3",3783
"ENSG00000184185.5","KCNJ12",5612
"ENSG00000212719.6","C17orf51",8760
"ENSG00000263563.1","UBBP4",1676
"ENSG00000256618.1","MTRNR2L1",1555
"ENSG00000109046.10","WSB1",6307
"ENSG00000141068.9","KSR1",11817
"ENSG00000266728.1","AC015688.3",730
"ENSG00000168961.12","LGALS9",5714
"ENSG00000007171.12","NOS2",4176
"ENSG00000266202.1","RP1-66C13.4",582
"ENSG00000232859.5","LYRM9",5380
"ENSG00000087095.8","NLK",5288
"ENSG00000268206.1","AC061975.10",141
"ENSG00000109084.9","TMEM97",3030
"ENSG00000109083.9","IFT20",3226
"ENSG00000109079.5","TNFAIP1",3889
"ENSG00000004142.7","POLDIP2",2662
"ENSG00000244045.6","TMEM199",5114
"ENSG00000109072.9","VTN",3092
"ENSG00000273171.1","CTB-96E2.2",851
"ENSG00000004139.9","SARM1",8132
"ENSG00000076351.8","SLC46A1",7951
"ENSG00000258472.4","RP11-192H23.4",6244
"ENSG00000007216.10","SLC13A2",3226
"ENSG00000109101.3","FOXN1",3637
"ENSG00000109103.7","UNC119",5128
"ENSG00000087111.16","PIGS",5990
"ENSG00000109107.9","ALDOC",2928
"ENSG00000076382.12","SPAG5",5467
"ENSG00000167524.10","SGK494",4663
"ENSG00000007202.10","KIAA0100",9235
"ENSG00000132581.5","SDF2",3332
"ENSG00000109111.10","SUPT6H",10615
"ENSG00000167525.9","PROCA1",4829
"ENSG00000109113.13","RAB34",3328
"ENSG00000198242.9","RPL23A",2824
"ENSG00000160606.6","TLCD1",1311
"ENSG00000160602.9","NEK8",4420
"ENSG00000076604.10","TRAF4",4594
"ENSG00000173065.9","FAM222B",5516
"ENSG00000132591.7","ERAL1",2318
"ENSG00000132589.11","FLOT2",3336
"ENSG00000167536.9","DHRS13",2944
"ENSG00000109118.9","PHF12",12227
"ENSG00000179761.7","PIPOX",4055
"ENSG00000063015.15","SEZ6",5103
"ENSG00000196535.10","MYO18A",10771
"ENSG00000221995.4","TIAF1",6608
"ENSG00000108255.3","CRYBA1",794
"ENSG00000108256.4","NUFIP2",10850
"ENSG00000160551.5","TAOK1",16980
"ENSG00000168792.4","ABHD15",3592
"ENSG00000167543.11","TP53I13",4570
"ENSG00000108262.11","GIT1",5635
"ENSG00000198720.8","ANKRD13B",3971
"ENSG00000167549.14","CORO6",4321
"ENSG00000141298.13","SSH2",12608
"ENSG00000176927.10","EFCAB5",6928
"ENSG00000126653.11","NSRP1",4806
"ENSG00000108576.5","SLC6A4",6983
"ENSG00000108578.10","BLMH",5122
"ENSG00000182271.8","TMIGD1",1228
"ENSG00000108582.7","CPD",12532
"ENSG00000108587.10","GOSR1",9855
"ENSG00000266733.1","TBC1D29",3842
"ENSG00000176390.10","CRLF3",4472
"ENSG00000176208.4","ATAD5",7075
"ENSG00000172171.6","TEFM",3224
"ENSG00000184060.6","ADAP2",3750
"ENSG00000181481.9","RNF135",3580
"ENSG00000196712.12","NF1",26685
"ENSG00000126861.4","OMG",3837
"ENSG00000185862.5","EVI2B",2072
"ENSG00000265118.1","CTD-2370N5.3",1242
"ENSG00000126860.7","EVI2A",2071
"ENSG00000131242.11","RAB11FIP4",15384
"ENSG00000228768.1","AC003101.1",459
"ENSG00000172301.6","COPRS",1432
"ENSG00000108651.5","UTP6",6445
"ENSG00000178691.6","SUZ12",6547
"ENSG00000185158.8","LRRC37B",6281
"ENSG00000214708.4","AC090616.2",1599
"ENSG00000126858.12","RHOT1",6372
"ENSG00000269402.1","AC116407.2",507
"ENSG00000141314.8","RHBDL3",5404
"ENSG00000108666.5","C17orf75",2821
"ENSG00000010244.12","ZNF207",15834
"ENSG00000108671.5","PSMD11",7200
"ENSG00000176749.4","CDK5R1",4325
"ENSG00000176658.12","MYO1D",7731
"ENSG00000006042.7","TMEM98",5187
"ENSG00000141316.8","SPACA3",1230
"ENSG00000108684.10","ASIC2",5597
"ENSG00000268024.1","AC005549.3",69
"ENSG00000108691.5","CCL2",1137
"ENSG00000108688.7","CCL7",863
"ENSG00000172156.3","CCL11",1079
"ENSG00000108700.4","CCL8",1261
"ENSG00000181374.3","CCL13",851
"ENSG00000108702.3","CCL1",592
"ENSG00000197322.1","C17orf102",3997
"ENSG00000181291.5","TMEM132E",4583
"ENSG00000132141.9","CCT6B",4334
"ENSG00000198783.4","ZNF830",1657
"ENSG00000005156.7","LIG3",8240
"ENSG00000092871.12","RFFL",8512
"ENSG00000267618.1","RAD51L3-RFFL",2002
"ENSG00000185379.16","RAD51D",3720
"ENSG00000073598.5","FNDC8",1388
"ENSG00000073536.13","NLE1",5463
"ENSG00000141161.7","UNC45B",5679
"ENSG00000164729.6","SLC35G3",1874
"ENSG00000166750.5","SLFN5",10709
"ENSG00000172716.12","SLFN11",5982
"ENSG00000172123.8","SLFN12",3560
"ENSG00000154760.9","SLFN13",9329
"ENSG00000205045.4","SLFN12L",4797
"ENSG00000236320.3","SLFN14",2889
"ENSG00000108733.5","PEX12",2853
"ENSG00000006125.12","AP2B1",7797
"ENSG00000141150.3","RASL10B",3502
"ENSG00000132139.8","GAS2L2",3014
"ENSG00000129270.11","MMP28",3181
"ENSG00000154768.4","C17orf50",1063
"ENSG00000172660.7","TAF15",5903
"ENSG00000172653.7","C17orf66",2925
"ENSG00000161570.4","CCL5",1512
"ENSG00000187456.9","RDM1",1975
"ENSG00000161572.6","LYZL6",1126
"ENSG00000161573.6","CCL16",1744
"ENSG00000213494.5","CCL14",4226
"ENSG00000161574.11","CCL15-CCL14",1047
"ENSG00000266956.1","CTB-186H2.3",3952
"ENSG00000267596.1","CCL15",1567
"ENSG00000167236.2","CCL23",738
"ENSG00000006074.4","CCL18",1397
"ENSG00000006075.11","CCL3",1494
"ENSG00000129277.9","CCL4",2032
"ENSG00000224226.4","TBC1D3B",2844
"ENSG00000256515.3","CCL3L3",1469
"ENSG00000205020.7","CCL4L1",1426
"ENSG00000234972.4","TBC1D3C",5346
"ENSG00000242384.3","TBC1D3H",6920
"ENSG00000205021.9","CCL3L1",1469
"ENSG00000197262.8","CCL4L2",2054
"ENSG00000161583.12","TBC1D3G",7693
"ENSG00000108278.7","ZNHIT3",6688
"ENSG00000141140.12","MYO19",13095
"ENSG00000184886.3","PIGW",2820
"ENSG00000005955.8","GGNBP2",9729
"ENSG00000108272.9","DHRS11",5462
"ENSG00000129282.8","MRM1",1857
"ENSG00000132130.7","LHX1",5117
"ENSG00000108270.6","AATF",4714
"ENSG00000132142.15","ACACA",13766
"ENSG00000167230.6","C17orf78",1919
"ENSG00000108264.12","TADA2A",5654
"ENSG00000161326.8","DUSP14",2499
"ENSG00000006114.11","SYNRG",14277
"ENSG00000141141.10","DDX52",9543
"ENSG00000108753.8","HNF1B",5960
"ENSG00000185128.11","TBC1D3F",5184
"ENSG00000197681.8","TBC1D3",5683
"ENSG00000174093.6","RP11-1407O15.2",7317
"ENSG00000174100.5","MRPL45",2193
"ENSG00000188888.7","GPR179",8179
"ENSG00000174111.8","SOCS7",2794
"ENSG00000225485.3","ARHGAP23",8014
"ENSG00000017373.11","SRCIN1",11025
"ENSG00000179294.5","C17orf96",3227
"ENSG00000108292.12","MLLT6",13315
"ENSG00000269094.1","AC006449.1",366
"ENSG00000230055.2","CISD3",2663
"ENSG00000056661.9","PCGF2",3511
"ENSG00000227450.2","CTB-58E17.5",1357
"ENSG00000108294.4","PSMB3",1179
"ENSG00000141720.7","PIP4K2B",6135
"ENSG00000108296.7","CWC25",3848
"ENSG00000214556.4","C17orf98",632
"ENSG00000125691.8","RPL23",5979
"ENSG00000002834.13","LASP1",7061
"ENSG00000204952.2","FBXO47",2302
"ENSG00000161381.9","PLXDC1",9277
"ENSG00000141748.8","ARL5C",3418
"ENSG00000067191.11","CACNB1",7094
"ENSG00000108298.5","RPL19",2368
"ENSG00000141750.6","STAC2",3362
"ENSG00000108306.7","FBXL20",3261
"ENSG00000125686.7","MED1",7330
"ENSG00000167258.9","CDK12",12773
"ENSG00000171532.4","NEUROD2",6242
"ENSG00000131771.9","PPP1R1B",4554
"ENSG00000131748.11","STARD3",5160
"ENSG00000173991.5","TCAP",2123
"ENSG00000141744.3","PNMT",1457
"ENSG00000161395.8","PGAP3",3669
"ENSG00000141736.9","ERBB2",10321
"ENSG00000141741.7","MIEN1",2292
"ENSG00000141738.9","GRB7",3597
"ENSG00000161405.12","IKZF3",2778
"ENSG00000186075.8","ZPBP2",2295
"ENSG00000073605.14","GSDMB",5917
"ENSG00000172057.5","ORMDL3",3752
"ENSG00000204913.5","LRRC3C",891
"ENSG00000167914.6","GSDMA",2230
"ENSG00000108344.10","PSMD3",4964
"ENSG00000108342.8","CSF3",2220
"ENSG00000008838.13","MED24",6962
"ENSG00000126351.8","THRA",6959
"ENSG00000126368.5","NR1D1",2772
"ENSG00000188895.7","MSL1",7270
"ENSG00000108349.10","CASC3",6380
"ENSG00000108352.7","RAPGEFL1",5710
"ENSG00000171475.9","WIPF2",8123
"ENSG00000094804.5","CDC6",3382
"ENSG00000131759.13","RARA",3930
"ENSG00000266208.1","CTD-2267D19.3",2094
"ENSG00000183153.5","GJD3",1044
"ENSG00000131747.10","TOP2A",6437
"ENSG00000141753.5","IGFBP4",2211
"ENSG00000131746.8","TNS4",4847
"ENSG00000126353.3","CCR7",2508
"ENSG00000073584.14","SMARCE1",11023
"ENSG00000264058.1","KRT222",2502
"ENSG00000213424.4","KRT222",3169
"ENSG00000167916.4","KRT24",1881
"ENSG00000204897.6","KRT25",1670
"ENSG00000186393.5","KRT26",1733
"ENSG00000171446.6","KRT27",1783
"ENSG00000173908.8","KRT28",1685
"ENSG00000186395.6","KRT10",2124
"ENSG00000167920.4","TMEM99",2287
"ENSG00000187242.4","KRT12",1867
"ENSG00000171431.3","KRT20",1846
"ENSG00000108244.12","KRT23",2902
"ENSG00000196859.3","KRT39",1936
"ENSG00000204889.6","KRT40",2225
"ENSG00000212899.1","KRTAP3-3",700
"ENSG00000212900.1","KRTAP3-2",692
"ENSG00000212901.2","KRTAP3-1",725
"ENSG00000221852.4","KRTAP1-5",1177
"ENSG00000204887.4","KRTAP1-4",408
"ENSG00000221880.2","KRTAP1-3",966
"ENSG00000188581.8","KRTAP1-1",903
"ENSG00000212725.3","KRTAP2-1",776
"ENSG00000214518.3","KRTAP2-2",733
"ENSG00000212724.2","KRTAP2-3",850
"ENSG00000213417.2","KRTAP2-4",763
"ENSG00000240871.3","KRTAP4-7",938
"ENSG00000204880.6","KRTAP4-8",1161
"ENSG00000241241.1","KRTAP4-16P",708
"ENSG00000212722.6","KRTAP4-9",1157
"ENSG00000212721.2","KRTAP4-11",1174
"ENSG00000213416.3","KRTAP4-12",1077
"ENSG00000198090.3","KRTAP4-6",1055
"ENSG00000198271.3","KRTAP4-5",877
"ENSG00000171396.10","KRTAP4-4",1074
"ENSG00000196156.3","KRTAP4-3",941
"ENSG00000244537.2","KRTAP4-2",763
"ENSG00000198443.5","KRTAP4-1",1241
"ENSG00000240542.2","KRTAP9-1",770
"ENSG00000239886.2","KRTAP9-2",1005
"ENSG00000204873.3","KRTAP9-3",991
"ENSG00000187272.4","KRTAP9-8",960
"ENSG00000241595.1","KRTAP9-4",966
"ENSG00000198083.7","KRTAP9-9",981
"ENSG00000212659.1","KRTAP9-6",1303
"ENSG00000180386.7","KRTAP9-7",1039
"ENSG00000212658.1","KRTAP29-1",1026
"ENSG00000212657.1","KRTAP16-1",1554
"ENSG00000186860.3","KRTAP17-1",775
"ENSG00000006059.3","KRT33A",1287
"ENSG00000131738.5","KRT33B",1607
"ENSG00000131737.5","KRT34",1751
"ENSG00000094796.4","KRT31",1596
"ENSG00000108417.3","KRT37",1475
"ENSG00000171360.3","KRT38",2337
"ENSG00000108759.3","KRT32",1750
"ENSG00000197079.4","KRT35",1778
"ENSG00000126337.9","KRT36",1865
"ENSG00000171401.10","KRT13",2913
"ENSG00000171346.9","KRT15",7069
"ENSG00000171345.9","KRT19",2336
"ENSG00000171403.5","KRT9",2287
"ENSG00000186847.5","KRT14",2281
"ENSG00000186832.4","KRT16",2475
"ENSG00000128422.11","KRT17",2537
"ENSG00000173801.12","JUP",5963
"ENSG00000173812.6","EIF1",3623
"ENSG00000184502.3","GAST",470
"ENSG00000173805.11","HAP1",6223
"ENSG00000141696.8","LEPREL4",3740
"ENSG00000141756.14","FKBP10",4269
"ENSG00000141698.12","NT5C3B",2836
"ENSG00000161594.6","KLHL10",2370
"ENSG00000178502.5","KLHL11",2383
"ENSG00000131473.12","ACLY",5217
"ENSG00000173786.12","CNP",7426
"ENSG00000168259.10","DNAJC7",9373
"ENSG00000168256.13","NKIRAS2",5563
"ENSG00000187595.10","ZNF385C",5115
"ENSG00000108771.8","DHX58",3843
"ENSG00000108773.6","KAT2A",3769
"ENSG00000267261.1","CTD-2132N18.3",1199
"ENSG00000197723.3","HSPB9",616
"ENSG00000108774.10","RAB5C",2734
"ENSG00000089558.4","KCNH4",3924
"ENSG00000161610.1","HCRT",577
"ENSG00000167925.11","GHDC",3970
"ENSG00000173757.5","STAT5B",6447
"ENSG00000126561.12","STAT5A",5756
"ENSG00000168610.10","STAT3",8812
"ENSG00000177469.12","PTRF",3828
"ENSG00000033627.10","ATP6V0A1",10968
"ENSG00000108784.5","NAGLU",3004
"ENSG00000108786.6","HSD17B1",5658
"ENSG00000068120.10","COASY",4032
"ENSG00000108788.7","MLX",4259
"ENSG00000131470.10","PSMC3IP",2573
"ENSG00000141699.6","FAM134C",5145
"ENSG00000131462.3","TUBG1",2411
"ENSG00000037042.8","TUBG2",2772
"ENSG00000068137.10","PLEKHH3",4839
"ENSG00000184451.5","CCR10",2619
"ENSG00000108797.7","CNTNAP1",6045
"ENSG00000108799.8","EZH1",6992
"ENSG00000131477.6","RAMP2",1148
"ENSG00000131475.2","VPS25",2404
"ENSG00000126562.12","WNK4",5089
"ENSG00000183978.7","COA3",1922
"ENSG00000176563.5","CNTD1",3378
"ENSG00000126581.8","BECN1",5141
"ENSG00000131467.6","PSME3",4894
"ENSG00000131480.4","AOC2",2657
"ENSG00000131471.2","AOC3",4490
"ENSG00000131482.5","G6PC",3296
"ENSG00000108825.13","PTGES3L-AARSD1",2383
"ENSG00000266967.2","AARSD1",3704
"ENSG00000267060.1","PTGES3L",2951
"ENSG00000198863.3","RUNDC1",4757
"ENSG00000131469.8","RPL27",2026
"ENSG00000068079.3","IFI35",1973
"ENSG00000108828.11","VAT1",3501
"ENSG00000108830.7","RND2",4360
"ENSG00000012048.15","BRCA1",8278
"ENSG00000188554.9","NBR1",8424
"ENSG00000184988.4","TMEM106A",3578
"ENSG00000175906.4","ARL4D",1612
"ENSG00000067596.6","DHX8",9302
"ENSG00000175832.8","ETV4",3607
"ENSG00000005102.8","MEOX1",2707
"ENSG00000167941.2","SOST",2300
"ENSG00000108861.4","DUSP3",5012
"ENSG00000231256.3","C17orf105",3753
"ENSG00000161647.14","MPP3",4491
"ENSG00000161649.8","CD300LG",4745
"ENSG00000108852.10","MPP2",5875
"ENSG00000267496.2","FAM215A",751
"ENSG00000261514.1","RP11-527L4.2",434
"ENSG00000108849.3","PPY",987
"ENSG00000131096.6","PYY",1181
"ENSG00000161653.6","NAGS",2822
